quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,month,day_of_month,week_of_year,over_time_per_worker,incentive_per_worker,idle_impact,idle_ratio,incentive_target_ratio,stress_index,actual_productivity
0,1,1,8,0.8,26.16,1261.0,7080,50,0.0,0,0,59.0,1,3,1,119.99997966102039,0.8474574834817824,0.0,0.0,62.499218759765505,0.44338975535766856,0.800318644
0,1,1,12,0.8,26.16,844.0,7080,63,0.0,0,0,59.0,1,3,1,119.99997966102039,1.0677964291870459,0.0,0.0,78.74901563730454,0.44338975535766856,0.800318644
0,1,1,11,0.8,11.61,1005.0,7080,50,0.0,0,0,29.5,1,3,1,239.99991864409537,1.694914679689939,0.0,0.0,62.499218759765505,0.39355918862400385,0.800237288
0,1,1,5,0.8,11.61,659.0,7080,50,0.0,0,0,31.5,1,3,1,224.76183340894178,1.5873010833964816,0.0,0.0,62.499218759765505,0.368571311564663,0.800148649
0,1,1,6,0.8,25.9,1152.0,6720,50,0.0,0,0,56.0,1,3,1,119.9999785714324,0.8928569834183958,0.0,0.0,62.499218759765505,0.462499917410729,0.800125
0,1,1,7,0.8,25.9,1138.0,6720,38,0.0,0,0,56.0,1,3,1,119.9999785714324,0.6785713073979808,0.0,0.0,47.49940625742178,0.462499917410729,0.800125
0,1,1,10,0.75,19.31,610.0,6480,56,0.0,0,0,54.0,1,3,1,119.99997777778188,1.0370368449931768,0.0,0.0,74.66567112438501,0.3575925263717543,0.787299691
0,0,1,2,0.8,4.15,0.0,960,0,0.0,0,0,8.0,1,3,1,119.99985000018751,0.0,0.0,0.0,0.0,0.5187493515633106,0.782447917
0,1,1,2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,1,3,1,119.99997818182214,0.8181816694215146,0.0,0.0,59.99920001066653,0.3612726615867888,0.75024303
0,0,1,10,0.7,4.15,0.0,960,0,0.0,0,0,8.0,1,3,1,119.99985000018751,0.0,0.0,0.0,0.0,0.5187493515633106,0.7018125
0,1,1,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,1,3,1,229.99996166667304,0.0,0.0,0.0,0.0,0.39483326752778874,0.700134038
0,1,1,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,1,3,1,119.9999791304384,0.6956520529300777,0.0,0.0,57.142040827988176,0.48834774115691454,0.699965217
0,0,1,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,1,3,1,119.99985000018751,0.0,0.0,0.0,0.0,0.3624995468755664,0.628333333
0,0,1,7,0.8,3.94,0.0,960,0,0.0,0,0,8.0,1,3,1,119.99985000018751,0.0,0.0,0.0,0.0,0.49249938437576957,0.6253125
0,0,2,3,0.75,4.15,0.0,1560,0,0.0,0,0,8.0,1,4,1,194.9997562503047,0.0,0.0,0.0,0.0,0.5187493515633106,0.991388889
0,0,2,9,0.8,3.94,0.0,960,0,0.0,0,0,8.0,1,4,1,119.99985000018751,0.0,0.0,0.0,0.0,0.49249938437576957,0.931645833
0,0,2,1,0.8,3.94,0.0,960,0,0.0,0,0,8.0,1,4,1,119.99985000018751,0.0,0.0,0.0,0.0,0.49249938437576957,0.915229167
0,1,2,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,1,4,1,224.99992741937825,1.6129027055152563,0.0,0.0,62.499218759765505,0.3745160082206425,0.879714482
0,0,2,4,0.8,3.94,0.0,6600,0,0.0,0,0,20.0,1,4,1,329.9998350000825,0.0,0.0,0.0,0.0,0.19699990150004926,0.861679012
0,1,2,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,1,4,1,119.99997966102039,1.0169489801781388,0.0,0.0,74.9990625117186,0.44338975535766856,0.850569492
0,1,2,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,1,4,1,124.24776561986448,1.0619467146996964,0.0,0.0,74.9990625117186,0.4584069985120356,0.850436438
0,1,2,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,1,4,1,119.9999787610657,0.7964600360247723,0.0,0.0,56.24929688378895,0.4584069985120356,0.850345133
0,1,2,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,1,4,1,76.75674292671299,0.9009007385764435,0.0,0.0,62.499218759765505,0.5059458547845306,0.800598058
0,1,2,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,1,4,1,119.99997966102039,1.0677964291870459,0.0,0.0,78.74901563730454,0.44338975535766856,0.800318644
0,1,2,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,1,4,1,119.99997837838227,0.9009007385764435,0.0,0.0,62.499218759765505,0.5059458547845306,0.800237838
0,1,2,12,0.8,11.61,1216.0,6975,50,0.0,0,0,31.0,1,4,1,224.99992741937825,1.6129027055152563,0.0,0.0,62.499218759765505,0.3745160082206425,0.800030199
0,0,2,2,0.8,3.94,0.0,960,0,0.0,0,0,8.0,1,4,1,119.99985000018751,0.0,0.0,0.0,0.0,0.49249938437576957,0.792104167
0,0,2,10,0.7,3.94,0.0,4320,0,0.0,0,0,18.0,1,4,1,239.99986666674076,0.0,0.0,0.0,0.0,0.21888876728401818,0.759228395
0,1,2,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,1,4,1,119.99997777778188,0.8333331790123742,0.0,0.0,59.99920001066653,0.3575925263717543,0.750348457
0,1,2,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,1,4,1,119.99997818182214,0.8181816694215146,0.0,0.0,59.99920001066653,0.3612726615867888,0.75024303
0,1,2,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,1,4,1,119.9999791304384,0.6956520529300777,0.0,0.0,57.142040827988176,0.48834774115691454,0.699965217
0,0,2,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,1,4,1,119.99985000018751,0.0,0.0,0.0,0.0,0.3624995468755664,0.682708333
0,0,2,7,0.8,2.9,0.0,960,0,0.0,0,0,8.0,1,4,1,119.99985000018751,0.0,0.0,0.0,0.0,0.3624995468755664,0.667604167
0,1,2,5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,1,4,1,119.9999793103484,0.4482757847800371,0.0,0.0,37.142326538192314,0.7874136573424728,0.603432184
0,0,2,11,0.75,4.15,0.0,960,0,0.0,0,0,8.0,1,4,1,119.99985000018751,0.0,0.0,0.0,0.0,0.5187493515633106,0.345833333
0,0,0,1,0.8,3.94,0.0,1920,0,0.0,0,0,8.0,1,5,2,239.99970000037501,0.0,0.0,0.0,0.0,0.49249938437576957,0.961059028
0,0,0,11,0.8,3.94,0.0,2400,0,0.0,0,0,10.0,1,5,2,239.99976000024,0.0,0.0,0.0,0.0,0.393999606000394,0.939513889
0,0,0,4,0.8,3.94,0.0,3840,0,0.0,0,0,16.0,1,5,2,239.99985000009374,0.0,0.0,0.0,0.0,0.2462498460938462,0.893663194
0,0,0,3,0.75,4.15,0.0,1920,0,0.0,0,0,8.0,1,5,2,239.99970000037501,0.0,0.0,0.0,0.0,0.5187493515633106,0.875390625
0,1,0,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,1,5,2,119.99997966102039,1.2711862252226735,0.0,0.0,93.74882813964825,0.44338975535766856,0.850569492
0,0,0,9,0.8,2.9,0.0,1920,0,0.0,0,0,8.0,1,5,2,239.99970000037501,0.0,0.0,0.0,0.0,0.3624995468755664,0.820833333
0,0,0,2,0.8,3.94,0.0,960,0,0.0,0,0,8.0,1,5,2,119.99985000018751,0.0,0.0,0.0,0.0,0.49249938437576957,0.804416667
0,1,0,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,1,5,2,119.9999787610657,0.8849555955830803,0.0,0.0,62.499218759765505,0.4584069985120356,0.800684366
0,1,0,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,1,5,2,119.9999787610657,0.6725662526431411,0.0,0.0,47.49940625742178,0.4584069985120356,0.800684366
0,1,0,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,1,5,2,119.99997966102039,1.0677964291870459,0.0,0.0,78.74901563730454,0.44338975535766856,0.800318644
0,1,0,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,1,5,2,87.27271140496156,0.9090907438016829,0.0,0.0,62.499218759765505,0.3510908452562099,0.800250962
0,1,0,6,0.8,11.61,712.0,7200,50,0.0,0,0,32.0,1,5,2,224.99992968752196,1.5624995117189024,0.0,0.0,62.499218759765505,0.36281238662112913,0.800246011
0,1,0,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,1,5,2,224.99992968752196,1.5624995117189024,0.0,0.0,62.499218759765505,0.36281238662112913,0.800246011
0,1,0,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,1,5,2,119.9999791304384,0.8695650661625971,0.0,0.0,62.499218759765505,0.48834774115691454,0.800076522
0,1,0,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,1,5,2,119.9999791304384,0.8695650661625971,0.0,0.0,62.499218759765505,0.48834774115691454,0.800076522
0,0,0,10,0.75,2.9,0.0,960,0,0.0,0,0,8.0,1,5,2,119.99985000018751,0.0,0.0,0.0,0.0,0.3624995468755664,0.763375
0,0,0,5,0.6,2.9,0.0,960,0,0.0,0,0,8.0,1,5,2,119.99985000018751,0.0,0.0,0.0,0.0,0.3624995468755664,0.759270833
0,1,0,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,1,5,2,119.99997948718298,0.7692306377383524,0.0,0.0,59.99920001066653,0.4799999179487319,0.7504
0,1,0,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,1,5,2,119.99997818182214,0.8181816694215146,0.0,0.0,59.99920001066653,0.3612726615867888,0.75024303
0,0,0,7,0.8,3.94,0.0,960,0,0.0,0,0,8.0,1,5,2,119.99985000018751,0.0,0.0,0.0,0.0,0.49249938437576957,0.676666667
0,0,0,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,1,5,2,119.99985000018751,0.0,0.0,0.0,0.0,0.3624995468755664,0.664583333
0,1,0,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,1,5,2,119.9999793103484,0.3965516557669559,0.0,0.0,38.33269445509242,0.3789654519025083,0.600028736
0,0,4,4,0.8,3.94,0.0,4440,0,0.0,0,0,18.0,1,6,2,246.66652962970576,0.0,0.0,0.0,0.0,0.21888876728401818,0.966781346
0,0,4,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,6,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.936496212
0,0,4,3,0.75,4.15,0.0,1800,0,0.0,0,0,10.0,1,6,2,179.99982000018,0.0,0.0,0.0,0.0,0.41499958500041506,0.899166667
0,0,4,11,0.8,4.15,0.0,2700,0,0.0,0,0,15.0,1,6,2,179.99988000008,0.0,0.0,0.0,0.0,0.2766664822223452,0.888686869
0,0,4,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,6,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.858143939
0,1,4,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,1,6,2,179.99996949153058,1.2711862252226735,0.0,0.0,93.74882813964825,0.44338975535766856,0.850502311
0,1,4,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,1,6,2,179.99996949153058,1.2711862252226735,0.0,0.0,93.74882813964825,0.44338975535766856,0.850502311
0,0,4,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,1,6,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.809640152
0,0,4,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,6,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.805909091
0,1,4,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,1,6,2,179.9999686956576,0.8695650661625971,0.0,0.0,62.499218759765505,0.48834774115691454,0.800594466
0,1,4,4,0.8,28.08,925.0,10350,50,0.0,0,0,57.5,1,6,2,179.9999686956576,0.8695650661625971,0.0,0.0,62.499218759765505,0.48834774115691454,0.800594466
0,1,4,3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,1,6,2,179.99996727273322,0.9090907438016829,0.0,0.0,62.499218759765505,0.3612726615867888,0.800273829
0,1,4,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,1,6,2,168.57137505670633,1.5873010833964816,0.0,0.0,62.499218759765505,0.368571311564663,0.800140969
0,1,4,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,1,6,2,179.99996814159854,0.6725662526431411,0.0,0.0,47.49940625742178,0.4584069985120356,0.800128721
0,1,4,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,1,6,2,179.99996814159854,0.6725662526431411,0.0,0.0,47.49940625742178,0.4584069985120356,0.800128721
0,1,4,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,1,6,2,141.90471685564543,1.206348823381326,0.0,0.0,47.49940625742178,0.368571311564663,0.80007657
0,1,4,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58.5,1,6,2,179.99996923077447,0.7692306377383524,0.0,0.0,59.99920001066653,0.4799999179487319,0.750545455
0,1,4,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,1,6,2,179.99996727273322,0.8181816694215146,0.0,0.0,59.99920001066653,0.3510908452562099,0.750057851
0,0,4,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,1,6,2,179.99977500028126,0.0,0.0,0.0,0.0,0.3624995468755664,0.681060606
0,1,4,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,1,6,2,179.99996896552258,0.6034481718192807,0.0,0.0,53.84532545653144,0.3789654519025083,0.649983281
0,0,4,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,1,6,2,179.99977500028126,0.0,0.0,0.0,0.0,0.3624995468755664,0.61625
0,0,5,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,7,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.951420455
0,0,5,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,7,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.880530303
0,1,5,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,1,7,2,179.99996949153058,1.2711862252226735,0.0,0.0,93.74882813964825,0.44338975535766856,0.850502311
0,1,5,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,1,7,2,179.99996949153058,1.2711862252226735,0.0,0.0,93.74882813964825,0.44338975535766856,0.850502311
0,1,5,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56.5,1,7,2,179.99996814159854,1.0619467146996964,0.0,0.0,74.9990625117186,0.4584069985120356,0.850136766
0,0,5,3,0.75,4.15,0.0,2700,0,0.0,0,0,15.0,1,7,2,179.99988000008,0.0,0.0,0.0,0.0,0.2766664822223452,0.83
0,0,5,4,0.8,3.94,0.0,4440,0,0.0,0,0,18.0,1,7,2,246.66652962970576,0.0,0.0,0.0,0.0,0.21888876728401818,0.827186544
0,0,5,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,7,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.813371212
0,0,5,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,1,7,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.805909091
0,0,5,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,1,7,2,179.99977500028126,0.0,0.0,0.0,0.0,0.3624995468755664,0.804640152
0,1,5,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,1,7,2,179.9999686956576,1.0956519833648724,0.0,0.0,78.74901563730454,0.48834774115691454,0.800594466
0,1,5,4,0.8,28.08,990.0,10350,50,0.0,0,0,57.5,1,7,2,179.9999686956576,0.8695650661625971,0.0,0.0,62.499218759765505,0.48834774115691454,0.800594466
0,1,5,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,1,7,2,179.99994098362592,1.6393437248053362,0.0,0.0,62.499218759765505,0.37409823800057773,0.800343766
0,1,5,3,0.8,19.87,924.0,9900,50,0.0,0,0,55.0,1,7,2,179.99996727273322,0.9090907438016829,0.0,0.0,62.499218759765505,0.3612726615867888,0.800273829
0,1,5,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31.5,1,7,2,179.999942857161,1.5873010833964816,0.0,0.0,62.499218759765505,0.368571311564663,0.800246753
0,1,5,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56.5,1,7,2,179.99996814159854,0.8849555955830803,0.0,0.0,62.499218759765505,0.4584069985120356,0.800128721
0,1,5,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58.5,1,7,2,179.99996923077447,1.1794869778654737,0.0,0.0,91.99877334968868,0.4799999179487319,0.8
0,1,5,5,0.7,21.98,413.0,9720,40,0.0,0,0,58.0,1,7,2,167.5861780023831,0.6896550535077494,0.0,0.0,57.142040827988176,0.3789654519025083,0.700480831
0,0,5,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,1,7,2,179.99977500028126,0.0,0.0,0.0,0.0,0.3624995468755664,0.681060606
0,0,5,6,0.8,2.9,0.0,1800,0,0.0,0,0,10.0,1,7,2,179.99982000018,0.0,0.0,0.0,0.0,0.28999971000029,0.666515152
0,1,5,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,1,7,2,179.99996727273322,0.7272725950413463,0.0,0.0,49.999375007812404,0.5787271675041513,0.412119835
0,0,5,5,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,1,7,2,179.99977500028126,0.0,0.0,0.0,0.0,0.5187493515633106,0.330113636
1,0,3,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,8,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.947689394
1,0,3,4,0.8,3.94,0.0,12600,0,0.0,0,0,20.0,1,8,2,629.9996850001575,0.0,0.0,0.0,0.0,0.19699990150004926,0.919905405
1,1,3,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,1,8,2,179.99996949153058,1.4915251709279371,0.0,0.0,109.99862501718728,0.44338975535766856,0.900215716
1,0,3,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,8,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.891723485
1,1,3,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,1,8,2,179.99996949153058,1.2711862252226735,0.0,0.0,93.74882813964825,0.44338975535766856,0.850502311
1,1,3,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,1,8,2,179.99996923077447,1.2820510628972541,0.0,0.0,93.74882813964825,0.4799999179487319,0.850181818
1,1,3,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56.5,1,8,2,179.99996814159854,1.0619467146996964,0.0,0.0,74.9990625117186,0.4584069985120356,0.850136766
1,1,3,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56.5,1,8,2,179.99996814159854,1.0619467146996964,0.0,0.0,74.9990625117186,0.4584069985120356,0.850136766
1,0,3,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,8,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.835757576
1,0,3,5,0.7,4.15,0.0,3840,0,0.0,0,0,8.0,1,8,2,479.99940000075003,0.0,0.0,0.0,0.0,0.5187493515633106,0.821354167
1,1,3,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,1,8,2,171.79484242823204,1.0769228928336936,0.0,0.0,78.74901563730454,0.4799999179487319,0.800497246
1,1,3,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,1,8,2,179.99996727273322,0.9090907438016829,0.0,0.0,62.499218759765505,0.3612726615867888,0.800273829
1,1,3,12,0.8,11.61,548.0,15120,63,0.0,0,0,31.5,1,8,2,479.999847619096,1.9999993650795667,0.0,0.0,78.74901563730454,0.368571311564663,0.800107143
1,1,3,6,0.8,11.41,411.0,14640,50,0.0,0,0,30.5,1,8,2,479.99984262300245,1.6393437248053362,0.0,0.0,62.499218759765505,0.37409823800057773,0.800024932
1,1,3,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,1,8,2,179.99996923077447,1.1794869778654737,0.0,0.0,91.99877334968868,0.4799999179487319,0.8
1,0,3,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,1,8,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.779791667
1,0,3,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,1,8,2,179.99977500028126,0.0,0.0,0.0,0.0,0.3624995468755664,0.735984848
1,0,3,3,0.75,4.15,0.0,2160,0,0.0,0,0,12.0,1,8,2,179.999850000125,0.0,0.0,0.0,0.0,0.3458330451391291,0.712626263
1,0,3,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,1,8,2,179.99977500028126,0.0,0.0,0.0,0.0,0.3624995468755664,0.681060606
1,0,3,11,0.8,4.15,0.0,900,0,0.0,0,0,5.0,1,8,2,179.99964000072,0.0,0.0,0.0,0.0,0.8299983400033202,0.515606061
1,1,3,11,0.35,12.52,287.0,25920,38,0.0,0,0,54.0,1,8,2,479.9999111111275,0.7037035733882271,0.0,0.0,108.56832661923946,0.23185180891633167,0.349951389
1,1,3,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,1,8,2,179.99996842105816,0.0,0.0,0.0,0.0,0.7440349571868495,0.233705476
1,0,1,1,0.8,3.94,0.0,2160,0,0.0,0,0,8.0,1,10,2,269.9996625004219,0.0,0.0,0.0,0.0,0.49249938437576957,0.985
1,0,1,3,0.75,4.15,0.0,2760,0,0.0,0,0,12.0,1,10,2,229.99980833349306,0.0,0.0,0.0,0.0,0.3458330451391291,0.930340376
1,0,1,4,0.8,3.94,0.0,6000,0,0.0,0,0,20.0,1,10,2,299.999850000075,0.0,0.0,0.0,0.0,0.19699990150004926,0.911589744
1,0,1,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,10,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.858143939
1,1,1,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59.0,1,10,2,179.99996949153058,1.2711862252226735,0.0,0.0,93.74882813964825,0.44338975535766856,0.851174114
1,1,1,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,1,10,2,179.99996814159854,1.0619467146996964,0.0,0.0,74.9990625117186,0.4584069985120356,0.850136766
1,1,1,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56.5,1,10,2,179.99996814159854,1.0619467146996964,0.0,0.0,74.9990625117186,0.4584069985120356,0.850136766
1,0,1,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,10,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.846950758
1,0,1,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,1,10,2,179.99977500028126,0.0,0.0,0.0,0.0,0.5187493515633106,0.817424242
1,0,1,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,1,10,2,179.99977500028126,0.0,0.0,0.0,0.0,0.49249938437576957,0.817102273
